,Price
4433,38.72
4434,6.5
4435,4.25
4436,4.75
4437,17.71
4438,5.85
4439,17.27
4440,9.25
4441,12.75
4442,27.0
4443,21.0
4444,7.95
4445,4.5
4446,33.75
4447,17.51
4448,6.8
4449,1.68
4450,2.9
4451,3.16
4452,3.9
4453,1.95
4454,26.52
4455,9.0
4456,4.5
4457,8.75
4458,11.5
4459,3.0
4460,3.79
4461,6.0
4462,13.25
4463,8.0
4464,5.8
4465,13.5
4466,25.0
4467,5.49
4468,19.0
4469,2.5
4470,3.0
4471,6.64
4472,3.21
4473,1.55
4474,2.59
4475,4.0
4476,3.87
4477,9.75
4478,32.91
4479,16.75
4480,1.9
4481,6.59
4482,31.93
4483,7.25
4484,1.9
4485,3.55
4486,9.25
4487,1.65
4488,36.64
4489,16.0
4490,5.38
4491,4.35
4492,1.2
4493,4.1
4494,18.75
4495,13.78
4496,4.0
4497,4.33
4498,5.43
4499,4.9
4500,70.0
4501,25.5
4502,5.1
4503,6.7
4504,26.5
4505,3.9
4506,2.7
4507,2.95
4508,23.0
4509,2.49
4510,4.5
4511,4.5
4512,6.9
4513,20.72
4514,2.21
4515,13.9
4516,1.46
4517,6.0
4518,3.0
4519,3.5
4520,7.59
4521,1.99
4522,3.8
4523,4.0
4524,2.95
4525,3.75
4526,2.5
4527,3.75
4528,22.0
4529,6.14
4530,16.0
4531,3.75
4532,11.75
4533,24.0
4534,8.9
4535,10.0
4536,5.55
4537,3.59
4538,11.13
4539,7.2
4540,2.98
4541,1.7
4542,52.0
4543,0.95
4544,9.25
4545,16.25
4546,20.99
4547,4.25
4548,7.2
4549,4.4
4550,4.25
4551,5.35
4552,6.3
4553,12.5
4554,7.5
4555,11.25
4556,7.65
4557,4.5
4558,7.5
4559,7.1
4560,2.25
4561,27.0
4562,4.18
4563,6.5
4564,3.15
4565,7.64
4566,2.4
4567,4.25
4568,9.31
4569,2.39
4570,7.64
4571,6.21
4572,16.5
4573,8.22
4574,28.85
4575,8.5
4576,90.0
4577,6.51
4578,4.65
4579,8.4
4580,5.75
4581,1.11
4582,17.25
4583,32.0
4584,3.45
4585,23.0
4586,7.32
4587,4.4
4588,47.35
4589,4.12
4590,19.5
4591,6.2
4592,45.0
4593,2.8
4594,4.8
4595,5.65
4596,5.9
4597,5.0
4598,4.9
4599,4.25
4600,10.9
4601,2.45
4602,2.5
4603,29.5
4604,5.75
4605,5.0
4606,4.62
4607,23.5
4608,7.25
4609,11.88
4610,2.25
4611,0.85
4612,4.0
4613,5.1
4614,12.5
4615,2.9
4616,15.96
4617,5.45
4618,23.86
4619,1.75
4620,9.75
4621,4.75
4622,6.25
4623,22.0
4624,14.14
4625,11.95
4626,2.5
4627,2.75
4628,5.85
4629,6.25
4630,4.95
4631,4.75
4632,2.55
4633,4.5
4634,3.01
4635,42.0
4636,11.5
4637,10.99
4638,3.71
4639,2.0
4640,9.48
4641,1.25
4642,10.9
4643,5.5
4644,3.71
4645,6.25
4646,4.9
4647,1.1
4648,4.72
4649,3.7
4650,24.85
4651,12.25
4652,3.9
4653,6.28
4654,2.75
4655,7.85
4656,2.95
4657,4.85
4658,30.0
4659,19.9
4660,10.8
4661,1.75
4662,19.25
4663,5.5
4664,2.75
4665,13.0
4666,3.2
4667,5.84
4668,24.0
4669,6.25
4670,36.0
4671,3.0
4672,11.0
4673,6.5
4674,9.4
4675,37.92
4676,5.25
4677,4.5
4678,18.0
4679,5.56
4680,22.0
4681,22.0
4682,2.65
4683,5.85
4684,6.95
4685,6.5
4686,0.85
4687,7.25
4688,4.5
4689,4.25
4690,26.0
4691,9.66
4692,6.85
4693,23.68
4694,15.75
4695,3.5
4696,6.99
4697,15.57
4698,5.29
4699,2.25
4700,20.0
4701,47.5
4702,1.22
4703,3.65
4704,3.1
4705,11.5
4706,3.46
4707,8.38
4708,4.8
4709,4.5
4710,3.95
4711,3.65
4712,10.0
4713,4.0
4714,4.75
4715,3.1
4716,3.61
4717,4.29
4718,2.13
4719,1.1
4720,13.95
4721,5.35
4722,3.9
4723,2.8
4724,8.75
4725,19.5
4726,2.75
4727,8.0
4728,5.7
4729,12.5
4730,1.75
4731,1.9
4732,4.5
4733,30.3
4734,16.0
4735,32.78
4736,2.5
4737,43.0
4738,5.38
4739,2.65
4740,3.3
4741,34.0
4742,0.7
4743,6.83
4744,5.77
4745,3.1
4746,4.95
4747,16.25
4748,52.54
4749,6.4
4750,6.95
4751,0.85
4752,6.95
4753,3.45
4754,2.75
4755,4.95
4756,9.62
4757,6.79
4758,4.5
4759,3.01
4760,4.4
4761,17.49
4762,4.66
4763,5.5
4764,6.0
4765,10.19
4766,5.25
4767,45.0
4768,2.7
4769,3.39
4770,5.69
4771,58.54
4772,8.4
4773,2.5
4774,3.25
4775,3.25
4776,4.25
4777,18.5
4778,4.25
4779,8.85
4780,4.14
4781,12.75
4782,7.0
4783,33.0
4784,10.0
4785,3.53
4786,1.35
4787,4.5
4788,4.9
4789,12.26
4790,3.99
4791,46.95
4792,3.8
4793,6.75
4794,8.75
4795,5.2
4796,8.42
4797,3.0
4798,5.75
4799,9.75
4800,3.5
4801,30.0
4802,35.0
4803,13.25
4804,3.65
4805,5.25
4806,9.7
4807,5.21
4808,6.3
4809,4.72
4810,28.0
4811,8.37
4812,14.0
4813,36.0
4814,6.4
4815,51.69
4816,8.0
4817,9.8
4818,2.7
4819,24.37
4820,9.72
4821,5.0
4822,10.5
4823,3.9
4824,5.65
4825,29.95
4826,3.0
4827,6.0
4828,2.11
4829,1.5
4830,2.85
4831,33.64
4832,0.91
4833,2.42
4834,3.25
4835,2.8
4836,8.3
4837,5.25
4838,2.9
4839,15.0
4840,0.53
4841,12.5
4842,2.75
4843,5.0
4844,7.09
4845,19.99
4846,10.75
4847,9.45
4848,2.9
4849,4.7
4850,7.11
4851,6.25
4852,2.2
4853,8.86
4854,9.3
4855,7.57
4856,7.9
4857,5.65
4858,3.25
4859,16.27
4860,3.21
4861,3.9
4862,6.5
4863,48.0
4864,18.9
4865,3.6
4866,5.5
4867,7.0
4868,41.75
4869,10.5
4870,10.09
4871,3.0
4872,12.0
4873,4.91
4874,2.0
4875,5.3
4876,7.22
4877,32.57
4878,2.75
4879,4.33
4880,3.75
4881,5.91
4882,4.35
4883,3.25
4884,68.0
4885,5.5
4886,12.08
4887,7.48
4888,5.5
4889,3.5
4890,15.5
4891,19.0
4892,8.4
4893,7.25
4894,4.25
4895,5.7
4896,26.0
4897,2.49
4898,3.0
4899,5.95
4900,2.69
4901,26.0
4902,5.5
4903,4.85
4904,8.39
4905,7.99
4906,6.95
4907,1.5
4908,1.55
4909,2.75
4910,4.25
4911,2.85
4912,56.14
4913,10.0
4914,1.25
4915,7.5
4916,25.81
4917,4.3
4918,11.0
4919,11.75
4920,6.58
4921,4.8
4922,1.65
4923,15.0
4924,1.0
4925,1.65
4926,3.6
4927,11.5
4928,3.6
4929,3.05
4930,6.0
4931,3.75
4932,6.17
4933,9.05
4934,4.05
4935,4.25
4936,3.75
4937,11.85
4938,8.24
4939,6.5
4940,58.91
4941,8.0
4942,4.64
4943,3.32
4944,2.78
4945,8.95
4946,21.95
4947,7.9
4948,29.0
4949,3.25
4950,5.9
4951,9.88
4952,8.78
4953,2.75
4954,5.98
4955,31.0
4956,3.55
4957,6.24
4958,2.19
4959,5.5
4960,2.1
4961,50.66
4962,14.0
4963,5.5
4964,1.2
4965,5.3
4966,6.3
4967,40.47
4968,16.1
4969,25.0
4970,7.95
4971,2.65
4972,2.81
4973,17.5
4974,3.3
4975,5.34
4976,8.5
4977,2.69
4978,11.5
4979,4.06
4980,49.0
4981,4.6
4982,3.96
4983,5.6
4984,3.75
4985,5.5
4986,3.0
4987,3.0
4988,2.95
4989,2.45
4990,13.99
4991,60.75
4992,4.5
4993,2.5
4994,20.5
4995,3.9
4996,3.5
4997,8.3
4998,2.5
4999,2.65
5000,7.42
5001,4.63
5002,1.09
5003,3.8
5004,15.75
5005,5.27
5006,2.75
5007,7.4
5008,3.9
5009,0.7
5010,5.9
5011,9.58
5012,24.95
5013,4.29
5014,11.5
5015,9.65
5016,3.75
5017,1.1
5018,31.41
5019,6.0
5020,5.55
5021,10.91
5022,7.25
5023,3.9
5024,3.95
5025,22.0
5026,3.38
5027,3.45
5028,5.75
5029,2.75
5030,30.3
5031,7.5
5032,6.87
5033,15.2
5034,3.5
5035,5.85
5036,2.5
5037,3.95
5038,27.0
5039,6.75
5040,1.5
5041,3.9
5042,6.55
5043,9.44
5044,10.77
5045,7.5
5046,3.0
5047,11.75
5048,3.29
5049,6.5
5050,3.8
5051,18.0
5052,4.95
5053,4.52
5054,8.0
5055,6.26
5056,7.5
5057,3.35
5058,5.5
5059,5.25
5060,16.25
5061,2.7
5062,32.9
5063,3.41
5064,4.15
5065,5.9
5066,11.5
5067,4.75
5068,3.5
5069,7.25
5070,4.35
5071,4.99
5072,7.65
5073,9.0
5074,6.9
5075,2.9
5076,5.75
5077,8.0
5078,4.41
5079,4.95
5080,14.4
5081,2.95
5082,8.14
5083,8.45
5084,12.5
5085,6.5
5086,7.72
5087,8.0
5088,3.0
5089,29.0
5090,4.11
5091,5.37
5092,6.55
5093,7.0
5094,5.48
5095,6.51
5096,5.15
5097,9.0
5098,2.75
5099,12.5
5100,7.69
5101,4.57
5102,4.5
5103,4.9
5104,1.65
5105,3.25
5106,6.25
5107,12.13
5108,3.25
5109,29.0
5110,5.53
5111,8.75
5112,37.9
5113,2.4
5114,4.55
5115,2.65
5116,1.6
5117,25.72
5118,4.15
5119,7.23
5120,2.6
5121,7.25
5122,14.29
5123,17.25
5124,7.5
5125,4.35
5126,8.9
5127,3.5
5128,6.1
5129,3.2
5130,4.9
5131,3.69
5132,3.98
5133,2.95
5134,15.21
5135,6.3
5136,6.69
5137,9.5
5138,2.65
5139,7.5
5140,5.63
5141,11.78
5142,0.85
5143,3.35
5144,4.11
5145,25.51
5146,3.1
5147,33.5
5148,4.8
5149,3.49
5150,5.15
5151,14.41
5152,4.75
5153,19.0
5154,4.9
5155,6.3
5156,2.4
5157,3.0
5158,4.25
5159,6.3
5160,8.15
5161,3.22
5162,7.65
5163,30.0
5164,2.3
5165,22.0
5166,3.28
5167,7.09
5168,6.46
5169,4.0
5170,11.0
5171,49.79
5172,4.8
5173,35.0
5174,21.99
5175,1.1
5176,6.6
5177,4.5
5178,1.0
5179,6.9
5180,16.75
5181,25.49
5182,35.5
5183,6.28
5184,4.88
5185,3.7
5186,3.45
5187,10.23
5188,6.5
5189,6.15
5190,2.9
5191,5.5
5192,31.0
5193,4.25
5194,5.48
5195,7.25
5196,3.0
5197,29.5
5198,1.49
5199,3.65
5200,10.9
5201,4.3
5202,6.11
5203,15.5
5204,6.9
5205,4.69
5206,3.19
5207,3.75
5208,8.6
5209,3.85
5210,67.83
5211,9.31
5212,3.0
5213,5.5
5214,13.3
5215,23.0
5216,3.35
5217,10.0
5218,2.95
5219,6.75
5220,2.44
5221,5.85
5222,7.4
5223,3.8
5224,3.8
5225,2.7
5226,7.21
5227,7.9
5228,4.2
5229,5.75
5230,3.45
5231,25.75
5232,16.59
5233,4.69
5234,7.5
5235,16.5
5236,1.99
5237,5.25
5238,5.4
5239,3.9
5240,5.8
5241,30.5
5242,5.6
5243,23.0
5244,5.15
5245,9.48
5246,2.38
5247,3.8
5248,5.5
5249,3.55
5250,6.35
5251,36.0
5252,1.1
5253,3.7
5254,13.5
5255,2.85
5256,2.13
5257,7.75
5258,2.85
5259,4.95
5260,6.2
5261,17.5
5262,2.25
5263,6.75
5264,9.73
5265,8.49
5266,25.0
5267,5.59
5268,4.8
5269,5.45
5270,6.5
5271,4.35
5272,3.75
5273,12.0
5274,32.0
5275,4.0
5276,2.6
5277,4.45
5278,2.6
5279,16.0
5280,32.5
5281,13.85
5282,8.76
5283,23.68
5284,5.5
5285,65.81
5286,4.99
5287,5.7
5288,11.99
5289,29.99
5290,9.5
5291,5.5
5292,23.0
5293,2.95
5294,4.9
5295,4.25
5296,16.36
5297,9.95
5298,5.5
5299,8.25
5300,0.95
5301,4.01
5302,8.2
5303,6.2
5304,16.75
5305,16.5
5306,3.5
5307,5.43
5308,30.35
5309,7.99
5310,3.59
5311,1.9
5312,4.7
5313,7.25
5314,24.46
5315,3.9
5316,5.15
5317,3.65
5318,5.0
5319,2.3
5320,0.75
5321,1.85
5322,1.8
5323,4.41
5324,2.0
5325,31.75
5326,32.0
5327,21.0
5328,2.75
5329,2.64
5330,14.19
5331,3.85
5332,15.5
5333,1.9
5334,1.26
5335,2.4
5336,11.5
5337,8.25
5338,2.75
5339,1.4
5340,2.9
5341,2.4
5342,4.75
5343,44.76
5344,6.22
5345,4.5
5346,4.25
5347,5.5
5348,6.95
5349,4.56
5350,13.82
5351,5.65
5352,6.2
5353,3.25
5354,8.5
5355,7.25
5356,4.61
5357,5.3
5358,1.9
5359,3.09
5360,9.5
5361,12.65
5362,4.25
5363,2.95
5364,3.45
5365,3.3
5366,8.0
5367,2.71
5368,2.7
5369,4.5
5370,18.75
5371,5.25
5372,3.2
5373,6.0
5374,3.14
5375,2.55
5376,2.3
5377,5.65
5378,48.22
5379,3.0
5380,7.5
5381,2.6
5382,61.25
5383,3.5
5384,28.95
5385,15.0
5386,4.25
5387,59.0
5388,6.6
5389,5.2
5390,10.0
5391,35.0
5392,8.75
5393,4.57
5394,2.5
5395,20.11
5396,7.8
5397,3.61
5398,4.6
5399,85.0
5400,5.25
5401,3.3
5402,17.75
5403,35.0
5404,13.39
5405,2.5
5406,18.36
5407,5.95
5408,11.0
5409,64.75
5410,6.3
5411,11.94
5412,5.95
5413,11.0
5414,12.53
5415,3.75
5416,27.0
5417,9.95
5418,4.2
5419,2.0
5420,3.25
5421,34.0
5422,30.37
5423,12.6
5424,5.09
5425,24.5
5426,7.97
5427,2.9
5428,21.33
5429,6.5
5430,12.15
5431,4.25
5432,35.84
5433,3.0
5434,6.75
5435,5.65
5436,7.5
5437,13.34
5438,7.9
5439,6.98
5440,5.75
5441,2.65
5442,2.49
5443,1.5
5444,6.5
5445,8.0
5446,30.85
5447,17.15
5448,4.55
5449,7.4
5450,25.64
5451,13.5
5452,3.55
5453,15.0
5454,1.95
5455,2.3
5456,15.0
5457,3.15
5458,5.0
5459,24.75
5460,2.6
5461,3.75
5462,4.85
5463,27.0
5464,3.0
5465,28.75
5466,14.49
5467,72.0
5468,4.0
5469,4.5
5470,6.25
5471,11.5
5472,3.1
5473,10.11
5474,11.54
5475,1.0
5476,2.5
5477,18.0
5478,6.85
5479,2.97
5480,4.75
5481,7.38
5482,42.75
5483,3.65
5484,5.99
5485,13.5
5486,7.0
5487,10.95
5488,2.95
5489,5.5
5490,17.08
5491,6.85
5492,10.5
5493,8.75
5494,2.7
5495,4.25
5496,7.9
5497,4.5
5498,4.0
5499,4.75
5500,7.65
5501,3.47
5502,5.64
5503,2.95
5504,5.65
5505,8.41
5506,0.85
5507,0.8
5508,5.65
5509,4.5
5510,6.9
5511,4.0
5512,5.6
5513,2.2
5514,4.0
5515,16.0
5516,12.6
5517,4.79
5518,3.65
5519,6.83
5520,0.51
5521,0.69
5522,4.65
5523,6.49
5524,2.9
5525,7.4
5526,3.25
5527,1.95
5528,4.0
5529,6.85
5530,5.45
5531,1.99
5532,8.99
5533,6.5
5534,9.27
5535,6.99
5536,36.76
5537,17.08
5538,2.8
5539,2.49
5540,8.85
5541,4.15
5542,10.0
5543,4.75
5544,3.2
5545,3.28
5546,7.5
5547,7.39
5548,3.65
5549,11.0
5550,3.0
5551,2.25
5552,2.83
5553,4.11
5554,14.7
5555,25.0
5556,2.35
5557,6.41
5558,5.75
5559,17.55
5560,10.25
5561,3.16
5562,22.5
5563,3.55
5564,9.86
5565,45.0
5566,7.99
5567,6.5
5568,0.75
5569,9.87
5570,6.36
5571,9.5
5572,6.05
5573,2.15
5574,5.5
5575,1.25
5576,11.99
5577,2.5
5578,11.66
5579,0.53
5580,3.1
5581,2.6
5582,5.09
5583,2.3
5584,6.0
5585,4.4
5586,11.0
5587,5.7
5588,6.95
5589,7.9
5590,29.3
5591,10.24
5592,5.35
5593,3.49
5594,2.85
5595,5.35
5596,3.62
5597,6.25
5598,3.19
5599,5.5
5600,7.67
5601,5.5
5602,6.6
5603,55.0
5604,21.0
5605,4.5
5606,20.67
5607,6.5
5608,37.98
5609,1.45
5610,2.95
5611,7.9
5612,10.07
5613,6.5
5614,22.0
5615,9.75
5616,6.0
5617,3.99
5618,19.75
5619,16.95
5620,6.8
5621,2.95
5622,42.83
5623,21.5
5624,7.9
5625,2.3
5626,2.75
5627,6.71
5628,9.6
5629,12.81
5630,6.94
5631,9.45
5632,6.0
5633,11.0
5634,2.6
5635,1.95
5636,45.0
5637,22.0
5638,4.9
5639,6.25
5640,6.1
5641,2.6
5642,120.0
5643,29.0
5644,3.3
5645,3.05
5646,3.25
5647,3.75
5648,13.25
5649,4.8
5650,3.8
5651,8.5
5652,38.76
5653,3.2
5654,3.5
5655,12.25
5656,4.75
5657,4.5
5658,2.35
5659,3.4
5660,10.0
5661,9.0
5662,5.2
5663,1.85
5664,38.0
5665,5.11
5666,9.66
5667,3.4
5668,5.84
5669,3.8
5670,2.5
5671,6.95
5672,5.5
5673,6.19
5674,6.0
5675,3.75
5676,9.46
5677,3.0
5678,5.75
5679,4.41
5680,3.7
5681,2.5
5682,5.35
5683,3.65
5684,13.0
5685,2.45
5686,5.75
5687,8.11
5688,7.75
5689,5.85
5690,4.29
5691,8.0
5692,16.5
5693,5.5
5694,6.35
5695,7.9
5696,7.2
5697,3.65
5698,6.35
5699,7.8
5700,1.4
5701,5.5
5702,8.5
5703,10.48
5704,0.75
5705,1.3
5706,21.0
5707,2.3
5708,14.95
5709,35.92
5710,4.5
5711,5.5
5712,4.45
5713,6.85
5714,5.5
5715,5.07
5716,3.85
5717,7.95
5718,1.25
5719,3.64
5720,20.0
5721,10.36
5722,4.05
5723,48.5
5724,8.25
5725,5.25
5726,4.4
5727,25.75
5728,29.52
5729,2.1
5730,3.71
5731,7.5
5732,9.44
5733,24.0
5734,35.0
5735,8.25
5736,9.75
5737,3.45
5738,11.85
5739,16.14
5740,3.7
5741,4.0
5742,5.8
5743,4.65
5744,15.0
5745,6.8
5746,10.25
5747,2.7
5748,8.5
5749,7.75
5750,2.7
5751,1.3
5752,13.2
5753,1.0
5754,6.37
5755,4.5
5756,6.5
5757,4.99
5758,43.3
5759,6.5
5760,2.25
5761,9.95
5762,7.35
5763,4.6
5764,8.5
5765,11.86
5766,8.0
5767,21.5
5768,1.3
5769,5.9
5770,9.5
5771,4.5
5772,2.25
5773,3.35
5774,0.7
5775,16.0
5776,8.0
5777,100.0
5778,4.74
5779,36.0
5780,5.54
5781,22.99
5782,10.08
5783,0.55
5784,45.52
5785,7.29
5786,4.3
5787,4.8
5788,5.25
5789,2.8
5790,4.35
5791,5.49
5792,3.1
5793,6.5
5794,6.4
5795,6.22
5796,8.4
5797,5.9
5798,3.4
5799,6.5
5800,6.0
5801,11.9
5802,48.0
5803,8.0
5804,2.45
5805,1.75
5806,21.75
5807,7.25
5808,3.0
5809,2.51
5810,19.6
5811,15.5
5812,11.5
5813,1.76
5814,4.68
5815,4.0
5816,2.8
5817,8.25
5818,1.7
5819,14.85
5820,12.85
5821,16.0
5822,4.7
5823,5.94
5824,8.0
5825,5.45
5826,26.76
5827,3.5
5828,1.39
5829,4.7
5830,5.75
5831,8.11
5832,0.75
5833,1.0
5834,5.3
5835,8.0
5836,2.74
5837,7.5
5838,13.5
5839,2.2
5840,13.25
5841,0.85
5842,5.11
5843,4.25
5844,16.52
5845,0.6
5846,4.8
5847,6.25
5848,8.3
5849,3.25
5850,7.75
5851,30.54
5852,2.27
5853,2.96
5854,4.0
5855,5.25
5856,17.56
5857,3.25
5858,4.0
5859,2.2
5860,7.43
5861,10.75
5862,2.75
5863,45.0
5864,19.75
5865,3.2
5866,4.75
5867,9.48
5868,4.83
5869,4.75
5870,4.0
5871,2.9
5872,2.65
5873,2.5
